English,inuktitut
He asked me whether I like math.," , ᐊᐱᕆᖅᑲᐅᒻᒫᖓ , ᓈᓴᐅᓯᕆᓂᕐᒥᒃ , ᐱᐅᑦᓴᕐᒪᖔᕐᒪ."
He asked me whether I was busy.," , ᐊᐱᕆᖅᑲᐅᒻᒫᖓ , ᐱᔭᒃᓴᖃᓗᐊᕐᒪᖔᕐᒪ."
He asked me why I was laughing.," , ᐊᐱᕆᓚᐅᕐᒪᖓ , ᓱᒻᒪᑦ , ᐃᒡᓚᕐᒪᖔᕐᒪ."
He asked the policeman how many people had been killed in traffic accidents the previous day.," , ᐊᐱᕆᓚᐅᕐᒪᑦ , ᐸᓖᓯᒥᒃ , ᖃᑦᑎᑦ , ᐃᓄᐃᑦ , ᑐᖁᔪᒥᓂᐅᒻᒪᖔᑕ , ᓄᓇᓯᐅᑎᒃᑯᑦ , ᐱᕐᕈᓗᐊᕿᔪᖃᖅᑐᒥᓂᐅᑎᓪᓗᒍ."
He asked us to help him.," , ᐊᐱᕆᓚᐅᕐᒪᑦ , ᐃᑲᔪᖅᑕᐅᔪᒪᓪᓗᓂ."
He assigned me three books to read.," , ᐱᖓᓱᓂᒃ , ᐅᖃᓕᒫᒐᕐᓂᒃ , ᐅᖃᓕᒫᖁᔨᓚᐅᕐᒪᑦ."
He assisted me with my business.," , ᐃᑲᔪᓚᐅᕐᒪᖓ , ᓇᒻᒥᓂᖁᑎᓐᓂᒃ."
He ate a box of chocolates.," , ᑯᑯᓂᒃ , ᕿᑐᑦᑐᒐᐅᔭᕐᒥᒃ , ᓂᕆᓚᐅᖅᑐᖅ."
He ate all of it.," , ᓂᕆᔭᐃᓐᓇᕆᓚᐅᕐᒪᒍ."
He ate it in no time.," , ᓂᕆᓚᐅᖅᓯᒪᙱᒻᒪᒍ."
He ate out.," , ᐊᓂᓪᓗᓂ."
He attained his goal.," , ᑖᓐᓇ , ᑐᕌᕋᓱᐊᖅᑕᖓ , ᑎᑭᖦᖢᓂᐅᒃ."
He attempted to escape.," , ᕿᒫᓇᓱᓚᐅᖅᑐᖅ."
He attended the meeting in place of his boss.," , ᑲᑎᒪᖃᑕᐅᓚᐅᖅᑐᖅ , ᐊᖓᔪᖅᑳᒥᓄᑦ."
He avenged his father's death.," , ᐊᑖᑕᖓᑕ , ᐃᓅᔪᓐᓃᕐᓂᕐᒪᑦ."
He became a citizen of the United States.," , ᒥᐊᓕᒐᐃᑦ , ᓄᓇᖓᓐᓃᓕᓚᐅᖅᑐᖅ."
He became a famous actor.," , ᖃᐅᔨᒪᔭᐅᒻᒪᕆᓕᓚᐅᖅᑐᖅ."
He became a national hero.," , ᑲᓇᑕᓕᒫᒥ , ᐊᔪᕈᓐᓂᓚᐅᖅᑐᖅ."
He became a pianist.," , ᒥᑕᐅᑎᙳᓚᐅᖅᑐᖅ."
He became an American citizen.," , ᐊᒥᐊᓕᑲᒥᐅᕈᓚᐅᖅᑐᖅ."
He became famous all over the world.," , ᖃᐅᔨᒪᔭᐅᒻᒪᕆᓕᓚᐅᖅᑐᖅ , ᓄᓇᕐᔪᐊᓕᒫᒥ."
He became famous thanks to his mother.," , ᖃᐅᔨᒪᔭᐅᒻᒪᕆᓕᓚᐅᖅᑐᖅ , ᐊᓈᓇᒥᓄᑦ , ᖁᔭᓕᓪᓗᓂ."
He became famous throughout the world.," , ᖃᐅᔨᒪᔭᐅᒻᒪᕆᓕᓚᐅᖅᑐᖅ , ᓄᓇᕐᔪᐊᓕᒫᒥ."
He became financially independent.," , ᑮᓇᐅᔭᑎᒍᑦ , ᐃᒻᒥᓂᕿᓕᓚᐅᖅᑐᖅ."
He became irritated.," , ᐸᕝᕕᒍᓱᓕᓚᐅᖅᑐᖅ."
He became the company president when he was thirty.," , ᐊᖓᔪᖅᑳᕈᓚᐅᖅᓯᒪᔪᖅ , 30-ᖑᑎᓪᓗᒍ."
He became world famous.," , ᓄᓇᕐᔪᐊᕐᒥ , ᖃᐅᔨᒪᔭᐅᒻᒪᕆᓕᓚᐅᖅᑐᖅ."
He began a new life.," , ᓄᑖᒥᒃ , ᐃᓅᓯᖃᓕᓚᐅᖅᑐᖅ."
He began singing.," , ᐃᙱᓕᓚᐅᖅᑐᖅ."
He began to be a problem.," , ᐊᑲᐅᙱᓕᐅᕈᑎᖃᓕᓚᐅᖅᑐᖅ."
He began to cry.," , ᕿᐊᓕᓚᐅᖅᑐᖅ."
He began to eat lunch.," , ᓂᕆᖃᑦᑕᓕᓚᐅᖅᑐᖅ."
He began to learn English.," , ᖃᓪᓗᓈᑎᑐᑦ , ᐃᓕᓐᓂᐊᓯᒋᐊᓚᐅᖅᑐᖅ."
He began to play an old song.," , ᐃᙱᖃᑦᑕᓕᓚᐅᖅᑐᖅ , ᐃᓐᖏᐅᓯᑐᖃᕐᒥᒃ."
He began to run.," , ᓂᕈᐊᖅᑕᐅᓇᓱᓕᓚᐅᖅᑐᖅ."
He began to shout.," , ᑐᖅᖢᕋᓕᓚᐅᖅᑐᖅ."
He began to sing.," , ᐃᙱᕆᐊᓯᓚᐅᖅᑐᖅ."
He began with a joke.," , ᒥᑕᐅᑎᒃᓴᒥᒃ , ᐱᒋᐊᓚᐅᖅᑐᖅ."
He behaved badly.," , ᐊᒃᓱᐊᓗᒃ , ᐱᑦᑎᐊᖏᑦᑐᖅ."
He believes he knows everything.," , ᖃᐅᔨᒪᔪᖅ , ᑭᓱᓕᒫᓂᒃ."
He believes in Santa Claus.," , ᐅᑉᐱᕈᓱᑦᑐᖅ , ᓵᓐᑕ , ᒃᓘᔅᒥᒃ."
He believes that he is a hero.," , ᐅᑉᐱᕈᓱᒻᒪᑦ , ᐊᔪᓐᖏᒋᐊᖓ."
He belongs to our tennis team.," , ᐱᖕ , ᐹᖕ−ᒧᑦ , ᐱᒋᔭᐅᕗᖅ."
He belongs to the diplomatic corps.," , ᐱᒋᔭᐅᕗᖅ , ᓇᓗᓇᐃᒃᑯᑕᕐᓄᑦ."
He bent over to see insects in the flowerbed.," , ᑕᑯᓪᓗᓂ , ᖁᐱᕐᕈᓂᒃ , ᓄᓇᕋᕐᒥ."
He betrayed his country.," , ᓄᓇᒋᓯᒪᔮᓄᑦ , ᑐᓱᒋᔭᐅᓚᐅᖅᑐᖅ."
He betrayed his friends for money.," , ᐱᖃᓐᓇᕆᔭᒥᓂᒃ , ᑐᓱᕋᓚᐅᖅᑐᖅ , ᑮᓇᐅᔭᒧᑦ."
He betrayed you.," , ᐃᓕᕋᓵᕆᖅᑲᐅᔮᑎᑦ."
He blackmailed me.," , ᐃᕐᖐᓐᓇᒃᑯᑦ , ᑐᓐᓄᕆᓚᐅᕐᒪᖓ."
He blamed his failure on her.," , ᐱᒃᑲᖅᑎᓚᐅᖅᐸᐅᒃ , ᐊᔪᓕᕐᓂᖓᓂᒃ."
He blamed me for the mistake.," , ᑕᒻᒪᕐᓂᕋᖅᑲᐅᒻᒪᖓ."
He blamed the accident on me.," , ᐱᕐᓗᐊᕿᓂᕋᓚᐅᕐᒪᖓ."
He blocked my way.," , ᐅᕙᖓ , ᐊᖅᑯᑎᖓ , ᓄᖅᑲᖓᑎᑲᐃᓐᓇᕐᒪᒍ."
He bores everybody.," , ᓂᑲᒍᓱᑦᑐᖅ , ᑭᒃᑯᓕᒫᓂᒃ."
He bought a car.," , ᓄᓇᓯᐅᑎᑖᓚᐅᖅᑐᖅ."
He bought a hat.," , ᓇᓴᕐᒥᒃ , ᓂᐅᕕᓚᐅᖅᑐᖅ."
He bought a lot of flour and oil.," , ᐊᒥᓱᓂᒃ , ᐸᓚᐅᒑᒃᓴᖅᑖᓚᐅᖅᑐᖅ , ᐊᒻᒪᓗ , ᑭᓂᖅᑐᓂᒃ."
He bought a new car.," , ᓄᑖᒥᒃ , ᓄᓇᓯᐅᑎᑖᓚᐅᖅᑐᖅ."
He bought a pair of shoes.," , ᒪᕐᕉᓐᓂᒃ , ᐃᓯᒐᐅᔭᖅᑖᓚᐅᖅᑐᖅ."
He bought her a dog.," , ᕿᒻᒥᒥᒃ , ᓂᐅᕕᓚᐅᖅᑐᖅ."
He bought her some chocolates.," , ᑯᑯᓂᒃ , ᓂᐅᕕᓚᐅᖅᑐᖅ."
He bought his son a camera.," , ᐃᕐᓂᖓ , ᐊᔾᔨᓕᐅᕈᑎᑖᓚᐅᖅᑐᖅ."
He bought us nice books.," , ᐅᖃᓕᒫᒐᑦᑎᐊᕙᓐᓂᑦ , ᓂᐅᕕᓚᐅᕐᒪᑦ."
He bowed to me as he passed by.," , ᐅᕙᓐᓄᑦ , ᐃᐱᕋᓚᐅᖅᑐᖅ , ᐃᓅᔪᓐᓃᕐᒪᑦ."
He breathed deeply.," , ᐊᓂᖅᑎᕆᑦᑎᐊᓚᐅᖅᑐᖅ."
He broke his arm.," , ᑕᓕᓂ , ᓯᖁᒥᖦᖢᓂ."
He broke his left arm.," , ᓴᐅᒥᖔᖓᓂ , ᑕᓕᓂ , ᓯᖁᒥᖦᖢᓂ."
He broke his promise.," , ᐱᓂᐊᕐᓇᕋᖅᑕᒥᓂᒃ , ᓱᕋᐃᓪᓗᓂ."
He broke his word.," , ᐅᖃᐅᓯᖓ , ᓯᖁᒥᒻᒪᒍ."
He broke into a house.," , ᐃᓪᓗᒨᖅᓯᓚᐅᖅᑐᖅ."
He broke the law.," , ᒪᓕᒐᕐᒥᒃ , ᓱᕋᐃᓚᐅᕐᒪᑦ."
He broke the window intentionally.," , ᐃᒐᓛᖅ , ᓱᕋᒃᖢᓂ , ᐱᔮᕆᓪᓗᓂ."
He broke the window on purpose.," , ᐃᒐᓛᖓ , ᓯᖁᒥᖦᖢᓂᐅᒃ , ᐱᔮᕆᓪᓗᓂ."
He broke the world record.," , ᓱᕋᐃᓚᐅᕐᒪᑦ , ᓯᓚᕐᔪᐊᕐᒥ , ᑎᑎᖅᑲᖁᑎᖏᓐᓂᑦ."
He brought his dog to school.," , ᕿᒻᒥᒥᓂᒃ , ᐃᓕᓐᓂᐊᕐᕕᓕᐊᕈᔾᔨᓚᐅᖅᑐᖅ."
He built a new house.," , ᓄᑖᒥᒃ , ᐃᓪᓗᓕᐅᓚᐅᖅᑐᖅ."
He built an observatory to study the stars.," , ᖃᐅᔨᓴᓚᐅᖅᑐᖅ , ᐅᓪᓗᕆᐊᓂᒃ."
He built his son a new house.," , ᐃᕐᓂᖓ , ᓄᑖᒥᒃ , ᐃᓪᓗᓕᐅᓚᐅᖅᑐᖅ."
He built hospitals and helped the people of Africa improve their lives.," , ᐋᓐᓂᐊᕕᓕᐅᓚᐅᖅᑐᖅ , ᐊᒻᒪᓗ , ᐃᑲᔪᖃᑦᑕᖅᑐᓂ , ᐃᓄᓐᓂᒃ , ᐋᕗᕆᑲᒥ , ᐃᓅᓯᖏᓐᓂᒃ , ᐱᐅᓯᕚᓕᑎᑦᑎᓇᓱᐊᖅᑐᓂ."
He burned himself badly.," , ᐃᒻᒥᓂᒃ , ᐃᑭᑦᑎᐊᕐᖢᓂ."
He burst into laughter.," , ᐃᒡᓚᖅᖢᓂ."
He burst into tears.," , ᕿᐊᓪᓗᓂ."
He burst into the room.," , ᐃᒡᓗᕈᓯᕐᒧᐊᕐᖢᓂ."
He buys and sells leather goods.," , ᓂᐅᕕᖃᑦᑕᖅᑐᖅ , ᐊᒻᒪᓗ , ᓂᐅᕐᕈᑎᖃᖅᐸᑦᑐᓂ , ᕿᓯᐅᔭᕐᓂᒃ."
He calculated the expenses.," , ᓈᓴᓚᐅᖅᑕᖏᑦ , ᐊᑭᓕᕆᐊᓖᑦ."
He called a cab for me.," , ᑖᒃᓯᒥᒃ , ᐅᖄᓚᓚᐅᕐᒪᑦ , ᐅᕙᓐᓄᑦ."
He called a taxi for me.," , ᑖᒃᓯᒥᒃ , ᐅᖄᓚᓚᐅᕐᒪᑦ , ᐅᕙᓐᓄᑦ."
He called me a cab.," , ᑖᒃᓯᒥᒃ , ᑕᐃᓚᐅᕐᒪᖓ."
He called me a coward.," , ᑕᐃᓚᐅᕐᒪᖓ , ᐃᑲᔪᖅᑎᒥᒃ."
He called me a taxi.," , ᑖᒃᓯᒥᒃ , ᑕᐃᓚᐅᕐᒪᖓ."
He called me up almost every day.," , ᖃᐅᑕᒫᑦ , ᐅᖄᓚᖃᑦᑕᓚᐅᕐᒪᑦ."
He came a little earlier than he used to.," , ᐅᐊᑦᑎᐊᕈᒋᐊᖅ , ᑎᑭᓴᕋᐃᓐᓂᕐᓴᐅᓚᐅᕐᒪᑦ."
He came at about four o'clock.," , 4:00-ᒨᖅᑎᓪᓗᒍ , ᑎᑭᒻᒪᑦ."
He came back at five.," , ᐅᑎᓚᐅᖅᑐᖅ , 5-ᒥ."
He came back at nine o'clock.," , ᐅᑎᓚᐅᖅᑐᖅ , 9:00-ᒥ."
He came back from Canada.," , ᐅᑎᓚᐅᖅᑐᖅ , ᑲᓇᑕᒥᙶᖅᖢᓂ."
He came back from China.," , ᐅᑎᓚᐅᖅᑐᖅ , ᓴᐃᓇᒥᑦ."
He came back last August.," , ᐅᑎᓚᐅᖅᑐᖅ , ᐋᒡᒋᓯᐅᓚᐅᖅᑐᒥ."
He came back soon.," , ᐅᑎᖅᓴᕋᐃᓚᐅᖅᑐᖅ."
He came by bus.," , ᕙᓯᒃᑰᓚᐅᖅᑐᖅ."
He came by car.," , ᓄᓇᓯᐅᑎᒃᑯᑦ , ᑎᑭᖦᖢᓂ."
He came close to losing an eye.," , ᐃᔨᖃᕈᓐᓃᑲᓴᓚᐅᖅᑐᖅ."
He came downstairs.," , ᑕᐅᓄᙵᓚᐅᖅᑐᖅ."
He came even though I told him not to.," , ᖃᐃᓚᐅᖅᑐᖅ , ᐅᖃᐅᑎᓚᐅᙱᒃᑲᓗᐊᖅᑐᒍ."
He came first.," , ᓯᕗᓪᓕᐅᓚᐅᖅᑐᖅ."
He came from far away.," , ᐅᖓᓯᒃᑐᒦᙶᓚᐅᖅᑐᖅ."
He came here again.," , ᑕᒪᐅᙵᒃᑲᓐᓂᓚᐅᕐᒥᔪᖅ."
He came home at ten.," , ᐊᖏᕐᕋᓚᐅᖅᑐᖅ , 10:00-ᒥ."
He came home exactly at ten.," , ᐊᖏᕐᕋᓚᐅᖅᑐᖅ , 10:00-ᒥ."
He came home late in the evening.," , ᐊᖏᕐᕋᓚᐅᕐᒪᑦ , ᐅᓐᓄᒃᑯᑦ."
He came home right at ten.," , ᐊᖏᕐᕋᑦᑕᐅᑎᒋᓚᐅᖅᑐᖅ , 10:00-ᒥ."
He came home three hours after that.," , ᐊᖏᕐᕋᓚᐅᖅᑐᖅ , ᐃᑲᕐᕋᐃᑦ , ᐱᖓᓱᑦ , ᐊᓂᒍᖅᑎᓪᓗᒋᑦ."
He came home three hours later.," , ᐊᖏᕐᕋᓚᐅᖅᑐᖅ , ᐃᑲᕐᕋᐃᑦ , ᐱᖓᓱᑦ , ᐊᓂᒍᖅᑎᓪᓗᒋᑦ."
He came in person.," , ᖃᐃᓚᐅᖅᑐᖅ."
He came in spite of the heavy snow.," , ᐊᐳᑎᖃᕋᓗᐊᖅᑎᓪᓗᒍ."
He came in through the window.," , ᐃᒐᓛᒃᑰᓚᐅᖅᑐᖅ."
He came late as usual.," , ᑭᖑᕙᖃᑦᑕᓚᐅᕐᒪᑦ."
He came running.," , ᐅᓪᓚᖃᑕᐅᓚᐅᖅᑐᖅ."
He came several times.," , ᐊᒥᓱᐊᖅᑎᑲᓪᓚᒃ , ᑎᑭᖃᑦᑕᓚᐅᕐᒪᑦ."
He came to Japan seven years ago.," , ᔮᐸᓃᓯᒨᓚᐅᖅᓯᒪᔪᖅ , 7 , ᐊᕐᕌᒍᐃᑦ , ᓈᓕᖅᑐᑦ."
He came to ask us to help him.," , ᐊᐱᕆᓚᐅᕐᒪᑦ , ᐃᑲᔪᖅᑕᐅᔪᒪᓪᓗᓂ."
He came to my office yesterday.," , ᐅᕙᖓ , ᐊᓪᓚᕝᕕᖓᓅᓚᐅᕐᒪᑦ , ᐃᑉᐸᔅᓴᖅ."
He came to my rescue.," , ᐅᕙᖓ , ᐃᓅᓕᒃᓯᔨᖓᓅᓚᐅᕐᒪᑦ."
He came to see me.," , ᑕᑯᔭᖅᑐᓚᐅᕐᒪᖓ."
He came up to my room.," , ᐃᒡᓗᕈᓯᓐᓄᑦ , ᖃᐃᓚᐅᖅᑐᖅ."
He can also speak French.," , ᐅᐃᕖᑎᑐᑦᑕᐅᖅ , ᐅᖃᕈᓐᓇᕐᒥᔪᖅ."
He can also speak Russian.," , ᐅᓛᓴᒧᑦᑕᐅᖅ , ᐅᖃᕈᓐᓇᕐᒥᔪᖅ."
He can barely read.," , ᐅᖃᓕᒫᒡᒐᐃᓐᓇᕈᓐᓇᖅᑐᖅ."
He can be counted on.," , ᓈᓴᖅᑕᐅᔪᓐᓇᖅᐳᖅ."
He can be proud of his father.," , ᐊᑖᑕᒥᓂᒃ , ᐅᐱᒍᓱᒍᓐᓇᖅᑐᖅ."
He can be relied on.," , ᑐᕚᕆᔭᐅᔪᓐᓇᖅᑐᖅ."
He can be trusted.," , ᐅᑉᐱᕆᔭᐅᔪᓐᓇᕐᑐᖅ."
He can come.," , ᖃᐃᒍᓐᓇᖅᑐᖅ."
He can drive a car.," , ᐊᖁᒍᓐᓇᖅᑐᖅ , ᓄᓇᓯᐅᑎᒥᒃ."
He can hardly speak.," , ᐅᖃᕈᓐᓇᑦᑎᐊᖏᒻᒪᑦ."
He can no longer wait.," , ᐅᑕᖅᑭᔪᓐᓇᐃᓕᔪᖅ."
He can play a flute.," , ᓄᕙᓕᕈᓐᓇᖅᑐᖅ."
He can play tennis better than any other boy in his class.," , ᑕᓂᔅᒥᒃ , ᐱᙳᐊᕈᓐᓇᕐᓂᖅᓴᐅᔪᖅ , ᐊᓯᖏᓐᓂᒃ , ᓄᑲᑉᐱᐊᓂᒃ , ᐃᓕᓐᓂᐊᖅᑎᖏᓐᓂᒃ."
He can play the guitar.," , ᑯᒃᑭᑕᐹᕈᓐᓇᖅᑐᖅ."
He can read English easily.," , ᖃᓪᓗᓈᑎᑐᑦ , ᐅᖃᓕᒫᕈᓐᓇᑎᐊᖅᑐᖅ."
He can read and write.," , ᐅᖃᓕᒫᕈᓐᓇᖅᑐᖅ , ᑎᑎᕋᕈᓐᓇᖅᖢᓂᓗ."
He can read well.," , ᐅᖃᓕᒫᕈᓐᓇᑎᐊᖅᑐᖅ."
He can read.," , ᐅᖃᓕᒫᕈᓐᓇᖅᑐᖅ."
He can run fast.," , ᐅᓪᓚᑲᐅᖅᑐᕈᓐᓇᖅᑐᖅ."
He can scarcely write his name.," , ᑎᑎᕋᑦᑎᐊᕈᓐᓇᖅᑕᖓ , ᐊᑎᖓ."
He can see nothing without his glasses.," , ᑕᑯᒍᓐᓇᖏᑦᑐᖅ , ᐃᒡᒑᖃᕋᓂ."
He can ski as skillfully as his father.," , ᐊᑖᑕᒥᓂᒃ , ᐊᔪᓐᖏᑎᐊᖅᑐᖅ."
He can speak Chinese a little.," , ᓴᐃᓃᓯᒥᒃ , ᐅᖃᕈᓐᓇᖅᑐᖅ."
He can speak Chinese.," , ᓴᐃᓃᓯᒥᒃ , ᐅᖃᕈᓐᓇᖅᑐᖅ."
He can speak French and English.," , ᐅᖃᕈᓐᓇᖅᑐᖅ , ᐅᐃᕖᑎᑐᑦ , ᐊᒻᒪᓗ , ᖃᓪᓗᓈᑎᑐᑦ."
He can speak French well.," , ᐅᐃᕖᑎᑐᑦ , ᐅᖃᕈᓐᓇᑦᓯᐊᖅᑐᖅ."
He can speak Japanese.," , ᔮᐸᓃᓯᒥᒃ , ᐅᖃᓪᓚᒍᓐᓇᖅᑐᖅ."
He can speak Russian as well.," , ᐅᓛᓴᒧᑦᑕᐅᖅ , ᐅᖃᕈᓐᓇᕐᒥᔪᖅ."
"He can speak Russian, too."," , ᐅᓛᓴᒧᑦᑕᐅᖅ , ᐅᖃᕈᓐᓇᖅᑐᖅ."
He can speak not only English but also French.," , ᖃᓪᓗᓇᐅᔭᕈᓐᓇᑐᐃᓐᓇᖏᑦᑐᖅ , ᑭᓯᐊᓂᑦᑕᐅᖅ , ᐅᐃᕖᑎᑐᑦ."
He can swim fast.," , ᐳᐃᔾᔪᕋᑲᐅᖅᑐᕈᓐᓇᖅᑐᖅ."
He can swim like a fish.," , ᐳᐃᔾᔪᕋᕈᓐᓇᖅᑐᖅ , ᐃᖃᓗᑎᑐᑦ."
He can swim on his back.," , ᐊᐅᓚᑲᑦᑖᕈᓐᓇᖅᑐᖅ , ᑐᓄᐊᒍᑦ."
He can swim very fast.," , ᐳᐃᔾᔪᕋᕈᓐᓇᖅᑐᐊᓗᒃ."
He can't afford a new car.," , ᓄᑖᒥᒃ , ᓄᓇᓯᐅᑎᑖᕈᓐᓇᖏᒻᒪᑦ."
He can't be ill.," , ᐋᓐᓂᐊᕈᓐᓇᖏᑦᑐᖅ."
He can't be trusted.," , ᐅᑉᐱᕆᔭᐅᔪᓐᓇᖏᒻᒪᑦ."
He can't buy a car.," , ᓄᓇᓯᐅᑎᑖᕈᓐᓇᖏᒻᒪᑦ."
He can't have read this book.," , ᐅᖃᓕᒫᕈᓐᓇᖏᓐᓇᒥᐅᒃ , ᑖᓐᓇ , ᐅᖃᓕᒫᒐᖅ."
He can't help you.," , ᐃᑲᔪᕈᓐᓇᖏᑖᑎᑦ."
He can't know the truth.," , ᖃᐅᔨᒪᒍᓐᓇᖏᑦᑐᖅ , ᓱᓕᔪᒥᑦ."
He can't see the forest for the trees.," , ᑕᑯᒍᓐᓇᖏᒻᒪᒍ , ᓇᐹᖅᑐᐃᑦ , ᓇᐹᖅᑐᓄᑦ."
He can't sing well.," , ᐃᙱᕈᓐᓇᑦᑎᐊᖏᒻᒪᑦ."
He can't sing.," , ᐃᙱᕈᓐᓇᖏᒻᒪᑦ."
He can't tell right from wrong.," , ᑕᒻᒪᖅᑐᒥᒃ , ᐅᖃᕈᓐᓇᖏᒻᒪᑦ."
He can't walk any more.," , ᐱᓱᒍᓐᓇᐃᓕᔪᖅ."
He can't write any kanji.," , ᑎᑎᕋᕈᓐᓇᖏᒻᒪᑦ , ᑲᓐᔨᒥᒃ."
He canceled the appointment at the last moment.," , ᓄᖅᑲᑎᑦᓯᓚᐅᖅᑐᖅ , ᑕᑯᔭᐅᕕᑦᓴᒥᒃ , ᑭᖑᓪᓕᖅᐹᒥ."
He cannot afford to buy a car.," , ᓄᓇᓯᐅᑎᑖᕈᓐᓇᖏᒻᒪᑦ."
He cannot be trusted.," , ᐅᑉᐱᕆᔭᐅᔪᓐᓇᖏᒻᒪᑦ."
He cannot have done it by himself.," , ᓇᒻᒥᓂᖅ , ᐱᔪᓐᓇᓂᖏᒻᒪᑦ."
He cannot have done such a thing.," , ᑕᐃᒪᐃᑦᑐᒥᒃ , ᐱᔪᓐᓇᓚᐅᓐᖏᑦᑐᖅ."
He cannot have said so.," , ᐅᖃᕈᓐᓇᖅᓯᓚᐅᙱᑦᑐᖅ."
He cannot have said that.," , ᑕᐃᒫᒃ , ᐅᖃᕈᓐᓇᖅᓯᓚᐅᙱᑦᑐᖅ."
He cannot sing well.," , ᐃᙱᕈᓐᓇᑦᑎᐊᖏᑦᑐᖅ."
He cannot stop us.," , ᓄᖅᑲᖅᑎᒍᓐᓇᖏᑖᑎᒍᑦ."
He cannot tell wool from cotton.," , ᐅᖃᐅᔨᒍᓐᓇᖏᑦᑐᖅ , ᐊᓇᕐᒥᒃ."
He caught a big one.," , ᐊᖏᔪᒻᒪᕆᒻᒥᒃ , ᐱᓚᐅᖅᑐᖅ."
He caught a cold.," , ᓄᕙᓕᓚᐅᕐᒪᑦ."
He caught the nine o'clock shuttle to New York.," , 9:00-ᒨᖅᑎᓪᓗᒍ , ᓂᐅ , ᔪᐊᒃ-ᒨᓚᐅᖅᑐᖅ."
He caught three fish.," , ᐱᖓᓱᓂᒃ , ᐃᖃᓗᓚᐅᖅᑐᖅ."
He caused me to miss the bus.," , ᕙᓯᒥᒃ , ᑭᖑᓂᖃᓈᖅᓯᓚᐅᕐᒪᑦ."
He changed his address.," , ᑐᕌᕈᑎᒥᓂᒃ , ᐊᓯᔾᔩᓚᐅᖅᑐᖅ."
He changed his job.," , ᐃᖅᑲᓇᐃᔮᒥᓂᒃ , ᐊᓯᔾᔨᓚᐅᖅᑐᖅ."
He changed his mind daily.," , ᖃᐅᑕᒫᑦ , ᐃᓱᒪᒥᓂᒃ , ᐊᓯᔾᔨᖃᑦᑕᓚᐅᕐᒪᑦ."
He changed his mind.," , ᐃᓱᒪᒥᓂᒃ , ᐊᓯᔾᔨᓚᐅᖅᑐᖅ."
He changed his name.," , ᐊᑎᖓ , ᐊᓯᔾᔨᖅᑕᖓ."
He chased the thief.," , ᒥᑕᐅᑎᒋᓚᐅᕐᒪᒍ."
He cheated on me.," , ᐅᕙᓐᓂᒃ , ᓂᐸᓱᓚᐅᕐᒪᑦ."
He cheated on the biology exam.," , ᖃᐅᔨᓴᓚᐅᖅᑕᒥᓂᒃ , ᖃᐅᔨᓴᓚᐅᖅᑐᖅ."
He chose not to run for the presidential election.," , ᓂᕈᐊᕋᑦᓴᐅᒍᒪᒐᓂ , ᐊᖓᔪᖅᑳᑦᓴᒧᑦ , ᓂᕈᐊᕋᑦᓴᐅᓂᕐᒧᑦ."
He chose them at random.," , ᓂᕈᐊᖅᐸᓚᐅᖅᑕᖏᑦ , ᓇᑭᑐᐃᓐᓇᖅ."
He chose to live in Tokyo instead of Osaka.," , ᓄᓇᖃᕈᒪᓚᐅᖅᑐᖅ , ᑑᑲᐃᔪᒥ , ᐅᓵᑲᒥᐅᙱᖔᖅᑐᖅ."
He cleaned his room on Sunday.," , ᓴᓗᒻᒪᖅᓴᐃᓚᐅᖅᑐᖅ , ᐃᓪᓗᕈᓯᕐᒥᓂᒃ , ᓈᑦᑎᐅᖑᔭᒥ."
He cleared his throat.," , ᐃᒡᒋᐊᖓ , ᐲᖅᖢᓂᐅᒃ."
He closed his eyes.," , ᐃᔨᒥᓂᒃ , ᒪᑐᓯᓚᐅᖅᑐᖅ."
He closed the door.," , ᒪᑐᓪᓗᓂᐅᒃ , ᐹᖓ."
He comes at noon.," , ᐅᓐᓄᓴᒃᑯᑦ , ᖃᐃᔪᖅ."
He comes from England.," , ᐃᖕᓚᓐᒥᐅᑕᖅ."
He comes from Wales.," , ᑭᙵᐃᓚᒻᒦᙶᖅᑐᖅ."
He comes here twice a week.," , ᑕᒪᐅᖓᖃᑦᑕᕐᒪᑦ , ᒪᕐᕈᐊᖅᑎᖅᑐᓂ , ᐱᓇᓱᐊᕈᓯᕐᒥ."
He comes to see me nearly every day.," , ᖃᐅᑕᒫᑦ , ᑕᑯᔭᖅᑐᖃᑦᑕᕐᒫᖓ."
He committed suicide.," , ᐃᒻᒥᓃᓚᐅᖅᑐᖅ."
He compared the copy with the original.," , ᐊᔾᔨᖓᓂᒃ , ᑕᑯᑎᖦᖢᓂᐅᒃ."
He complained about the noise.," , ᐊᑲᖅᓴᖏᓐᓂᕋᖅᑲᐅᒻᒪᑦ , ᓂᐱᖓ , ᐱᓪᓗᒍ."
He complained to her about the food.," , ᐊᑲᖅᓴᖏᓐᓂᕋᖅᑐᓂᐅᒃ , ᓂᖀᑦ , ᒥᔅᓵᓄᑦ."
He concealed the fact from me.," , ᐅᕙᓐᓂᒃ , ᓱᓕᓂᕆᓂᕋᖅᑲᐅᒻᒪᒍ."
He concentrated on his studies.," , ᐃᓕᓐᓂᐊᖅᑕᒥᓂᒃ , ᐱᓕᕆᐊᖃᓪᓗᐊᑕᓚᐅᖅᑐᖅ."
